Date Sampled,Address,1st Draw,2-3 Minute,5 Minute
11/25/2018,69XX W 63 PL,1.7,4.9,< 1
12/17/2019,69XX W 63RD PL,1.2,1.2,< 1
11/10/2018,69XX W 64TH PL,2.7,2.5,2.5
1/14/2019,69XX W 65TH ST,1.6,1,< 1
1/1/2019,69XX W ARMITAGE AVE,< 1,< 1,< 1
4/15/2019,69XX W ARMITAGE AVE,2.3,3.6,2.2
9/7/2019,69XX W ARMITAGE AVE,2.8,6.4,2.3
10/19/2019,69XX W ARMITAGE AVE,3.9,5.9,5.2
8/30/2019,69XX W BALMORAL AVE,2.2,2.5,1.4
2/11/2019,69XX W BERWYN AVE,3.2,11,1.2
3/4/2019,69XX W BERWYN AVE,1.5,12,1.1
7/22/2019,69XX W BERWYN AVE,5.2,7,3.6
8/4/2020,69XX W BERWYN AVE,3,2.6,2.5
9/17/2021,69XX W BERWYN AVE ,5.1,8.1,5
9/24/2021,69XX W BERWYN AVE ,1.2,1.5,3.3
9/2/2019,69XX W DICKENS AVE,2.2,7,1.3
11/3/2018,69XX W FARRAGUT AVE,< 1,< 1,< 1
2/11/2019,69XX W FOSTER AVE,3,2.6,1.8
8/5/2019,69XX W FOSTER AVE,1.5,< 1,< 1
9/14/2017,69XX W GRAND AVE,< 1,< 1,< 1
5/8/2019,69XX W HOBART AVE,3.6,8.8,5.3
1/14/2020,69XX W Hobart Ave,36,9.4,3.7
8/9/2021,69XX W Hobart Ave,15,6.6,5.5
8/9/2021,69XX W Hobart Ave,See Follow-Up Sequential Sampling Table for Results,,
3/1/2022,69XX W Hobart Ave,See Follow-Up Sequential Sampling Table for Results,,
8/9/2021,69XX W HOBART AVE ,15,6.6,5.5
7/6/2020,69XX W NELSON ST,4.8,4.5,4.2
7/26/2020,69XX W OAKDALE AVE,< 1,< 1,< 1
9/26/2021,69XX W OAKDALE AVE ,<1.0,<1.0,<1.0
3/20/2019,69XX W SCHOOL ST,1.6,< 1,< 1
6/5/2016,69XX W SCHUBERT AVE,2.3,3.5,< 1
3/16/2022,69XX W SCHUBERT AVE ,1,1.8,0.7
1/6/2019,69XX W SHAKESPEARE AVE,2.5,4.4,1.2
5/31/2018,69XX W SUMMERDALE AVE,3.7,8.7,3
11/3/2018,69XX W SUMMERDALE AVE,8,8.1,1.9
2/10/2019,69XX W SUMMERDALE AVE,3.2,6.8,< 1
2/7/2019,69XX W TALCOTT AVE,1.7,3.5,< 1
2/17/2021,69XX W TALCOTT AVE,1.6,3.7,< 1
10/22/2016,69XX W WOLFRAM ST,6.3,20,3.4
3/10/2020,69XX W WOLFRAM ST,2.2,2.8,< 1
,69XX W WOLFRAM ST,Customer was non-responsive,,
7/8/2021,6XX E 100th Pl,14,18,8.2
11/15/2021,6XX E 100th Pl,See Follow-Up Sequential Sampling Table for Results,,
7/25/2021,6XX E 100TH PL ,1.5,1.4,1.3
2/10/2022,6XX E 100TH ST ,1.4,1.5,3.1
7/16/2019,6XX E 101ST PL,3.6,5.9,1.8
7/18/2019,6XX E 101ST PL,1.7,1.1,1.1
11/21/2019,6XX E 102ND PL,2.2,1.6,1
11/29/2016,6XX E 103RD PL,2.8,3.9,2.1
9/5/2019,6XX E 103RD PL,4.4,9.1,2.5
6/14/2016,6XX E 32ND ST,< 1,< 1,< 1
10/23/2020,6XX E 32ND ST,< 1,< 1,< 1
11/5/2019,6XX E 33RD PL,2.3,< 1,< 1
3/2/2020,6XX E 33RD PL,1.4,1.9,1.9
7/27/2021,6XX E 33rd Pl,6.5,11,11
9/27/2021,6XX E 33rd Pl,See Follow-Up Sequential Sampling Table for Results,,
4/18/2021,6XX E 40TH ST,< 1,< 1,< 1
8/25/2020,6XX E 41ST ST,3.2,11,2.6
1/22/2021,6XX E 42ND ST,5,3.2,1.8
5/11/2019,6XX E 76TH ST,11,8.6,4
2/8/2016,6XX E 84TH ST,<1,<1,<1
4/6/2016,6XX E 84TH ST,<1,<1,<1
3/5/2019,6XX E 88TH PL,2.1,2.4,< 1
4/10/2019,6XX E 88TH PL,1.3,1.3,1.3
8/26/2019,6XX E 88TH PL,2.2,5.8,3.9
10/2/2021,6XX E 88th Pl ,1.7,1.2,1.2
10/25/2021,6XX E 88TH PL ,<1.0,4.6,1.6
6/23/2019,6XX E 88TH ST,3.5,7.6,2.6
8/29/2019,6XX E 88TH ST,2,4.5,2.1
10/31/2019,6XX E 88TH ST,7.4,10,2.7
5/11/2020,6XX E 88TH ST,3.4,3.1,3.1
3/17/2022,6XX E 88TH ST ,5,1.8,1.7
5/5/2019,6XX E 89 PL,11,4.9,3.2
7/20/2019,6XX E 89TH ST,3,6.9,6.9
10/3/2019,6XX E 89TH ST,1.5,5.5,1.3
7/27/2021,6XX E 89TH ST ,6.1,4.2,3.2
1/6/2020,6XX E 90TH PL,1.3,1.7,< 1
7/29/2021,6XX E 90TH PL ,2.2,2.6,2.5
9/27/2019,6XX E 90TH ST,4.2,3,2.6
10/24/2019,6XX E 92ND PL,10,4.6,3.2
7/25/2018,6XX E GROVELAND PARK,8.8,19,5.1
11/7/2018,6XX E GROVELAND PARK,See Follow-Up Sequential Sampling Table for Results,,
2/27/2019,6XX E GROVELAND PARK,5.6,8.1,1.7
11/24/2019,6XX N ARMOUR ST,< 1,< 1,< 1
4/10/2020,6XX N ARMOUR ST,< 1,< 1,< 1
9/1/2021,6XX N ARMOUR ST ,<1.0,<1.0,<1.0
7/12/2021,6XX N CENTRAL PARK AVE,2.4,3.3,2.8
3/9/2022,6XX N CENTRAL PARK AVE ,2.2,2.2,1.4
11/20/2018,6XX N CHRISTIANA AVE,6.6,8.7,8.2
5/5/2018,6XX N DEARBORN ST,< 1,< 1,< 1
9/2/2019,6XX N DEARBORN ST,< 1,< 1,< 1
1/21/2020,6XX N DEARBORN ST,< 1,< 1,< 1
2/18/2017,6XX N ELIZABETH ST,< 1,< 1,< 1
9/23/2016,6XX N FAIRBANKS CT,< 1,< 1,< 1
8/30/2021,6XX N FAIRBANKS CT,<1.0,<1.0,<1.0
1/31/2018,6XX N GREEN ST,< 1,< 1,< 1
12/27/2019,6XX N GREEN ST,< 1,< 1,< 1
12/22/2021,6XX N LAKE SHORE D,<0.5,<0.5,<0.5
7/17/2019,6XX N LAKE SHORE DR,< 1,< 1,< 1
5/24/2019,6XX N LATROBE AVE,1.1,< 1,< 1
5/3/2019,6XX N LEAMINGTON AVE,9.1,7,3.1
6/4/2019,6XX N LEAMINGTON AVE,4.6,8.9,3.7
11/5/2019,6XX N LEAMINGTON AVE,1.2,1.9,1.1
8/23/2021,6XX N LEAMINGTON AVE ,<1.0,<1.0,<1.0
11/26/2018,6XX N LOCKWOOD AVE,2.9,2.1,1.8
9/8/2021,6XX N LONG AVE ,10,7.2,6.3
3/11/2019,6XX N LOREL AVE,2,1.6,< 1
5/9/2019,6XX N LOREL AVE,< 1,< 1,< 1
8/6/2018,6XX N MAY ST,< 1,< 1,< 1
7/23/2018,6XX N MCCLURG CT,< 1,< 1,< 1
12/31/2018,6XX N MCCLURG CT,< 1,< 1,< 1
7/18/2018,6XX N MILWAUKEE AVE,< 1,< 1,< 1
5/18/2019,6XX N MILWAUKEE AVE,< 1,< 1,< 1
9/30/2021,6XX N MILWAUKEE AVE ,<1.0,<1.0,<1.0
7/22/2021,6XX N MONTICELLO AVE ,1.5,3.5,2
7/22/2021,6XX N MONTICELLO AVE ,1.5,3.5,2
3/25/2019,6XX N MORGAN ST,< 1,< 1,< 1
6/20/2018,6XX N OAKLEY BLVD,< 1,< 1,< 1
4/13/2022,6XX N OAKLEY BLVD ,<0.5,<0.5,<0.5
10/30/2019,6XX N PARKSIDE AVE,5.6,3.9,3
8/20/2018,6XX N PINE AVE,6.3,6.6,5.9
9/23/2019,6XX N PINE AVE,6.8,8.9,14
9/23/2019,6XX N Pine Ave,6.8,8.9,14
10/18/2019,6XX N PINE AVE,10,11,7.8
6/30/2021,6XX N Pine Ave,18,18,13
3/30/2022,6XX N Pine Ave,See Follow-Up Sequential Sampling Table for Results,,
1/23/2022,6XX N PINE AVE ,2.5,1.8,1.5
11/22/2021,6XX N PINE AVE FLOOR ,2.1,2.5,2.1
6/21/2021,6XX N Pine St,See Follow-Up Sequential Sampling Table for Results,,
2/29/2020,6XX N RACINE AVE,< 1,< 1,< 1
5/13/2018,6XX N ROCKWELL ST,< 1,< 1,< 1
6/19/2018,6XX N SAWYER AVE,4.8,4.2,2.2
9/30/2019,6XX N SAWYER AVE,5.2,6.7,6.7
1/22/2021,6XX N SAWYER AVE,8.5,14,11
1/22/2021,6XX N Sawyer Ave,8.5,14,11
6/11/2021,6XX N Sawyer Ave,See Follow-Up Sequential Sampling Table for Results,,
5/17/2019,6XX N SPAULDING AVE,7,9.6,1.3
10/31/2019,6XX N SPRINGFIELD AVE,3.4,3.6,3.1
8/28/2018,6XX N STATE ST,< 1,< 1,< 1
10/10/2019,6XX N STATE ST,< 1,< 1,< 1
6/10/2018,6XX N TROY ST,1.4,2.5,1.6
10/4/2020,6XX N TROY ST,8.4,7.5,5.2
9/11/2021,6XX N TROY ST ,1.5,1.1,1.3
5/1/2019,6XX N TRUMBULL AVE,4.5,4.4,2
6/6/2018,6XX S ASHLAND AVE,< 1,< 1,< 1
1/28/2020,6XX S ASHLAND AVE,< 1,< 1,< 1
7/9/2018,6XX S DEARBORN ST,< 1,< 1,< 1
3/19/2019,6XX S DEARBORN ST,< 1,< 1,< 1
9/19/2016,6XX S FEDERAL ST,1,< 1,< 1
7/13/2018,6XX S FEDERAL ST,3.3,< 1,< 1
4/10/2021,6XX S FEDERAL ST,3.5,< 1,< 1
4/5/2022,6XX S FEDERAL ST ,0.7,<0.5,<0.5
11/18/2019,6XX S LAFLIN ST,2.6,1,< 1
12/7/2019,6XX S LAFLIN ST,2.4,< 1,< 1
1/10/2020,6XX S LAFLIN ST,1.1,< 1,< 1
9/27/2021,6XX S LAFLIN ST ,<1.0,<1.0,<1.0
4/11/2022,6XX S LAFLIN ST ,8.6,0.7,<0.5
12/3/2018,6XX S LOOMIS ST,< 1,< 1,< 1
9/18/2021,6XX S LOOMIS ST ,2.5,1.3,<1.0
4/6/2019,6XX S PLYMOUTH CT,< 1,< 1,< 1
2/2/2020,6XX S PLYMOUTH CT,< 1,< 1,< 1
8/28/2019,6XX W 107TH ST,1.1,< 1,< 1
3/12/2019,6XX W 109TH ST,1.4,2.7,< 1
8/30/2019,6XX W 109TH ST,4.5,8.5,2.6
10/18/2021,6XX W 111TH ST ,5.2,1.9,1.7
2/10/2020,6XX W 115TH ST,2.1,1.5,1.6
10/15/2019,6XX W 117TH ST,3.2,3.9,2.2
7/28/2021,6XX W 117TH ST ,1.9,3.6,4.4
11/6/2021,6XX W 117TH ST ,3.9,2.8,<1.0
3/11/2019,6XX W 129TH PL,3.3,3.4,1.6
7/16/2019,6XX W 129TH PL,8.7,11,14
7/16/2019,6XX W 129TH PL,8.7,11,14
11/7/2019,6XX W 129TH PL,See Follow-Up Sequential Sampling Table for Results,,
11/18/2021,6XX W 129TH PL ,3.3,8.2,2.1
8/5/2019,6XX W 16TH ST,< 1,< 1,< 1
11/7/2016,6XX W 31ST ST,1.8,2,1.7
6/7/2021,6XX W 35TH ST,3.3,3,2.6
8/30/2021,6XX W 37TH ST ,2.3,5.1,2.8
7/7/2019,6XX W 43RD PL,< 1,< 1,< 1
12/15/2019,6XX W 43RD ST,< 1,< 1,< 1
9/12/2019,6XX W 46TH ST,< 1,6.6,< 1
11/26/2018,6XX W 48TH PL,3.8,7.1,1.7
8/22/2019,6XX W 49TH ST,3.3,5.1,2
8/28/2018,6XX W 660 ROSCOE ST,3,1.4,1.6
7/23/2019,6XX W 87TH ST,1.6,5.8,2.1
7/30/2021,6XX W 87TH ST ,3.1,2.6,2.5
6/13/2018,6XX W ADDISON ST,2.4,< 1,< 1
4/8/2022,6XX W ADDISON ST,<0.5,<0.5,<0.5
3/14/2017,6XX W ALDINE AVE,< 1,< 1,< 1
7/8/2018,6XX W ALDINE AVE,4.6,1.1,1.5
11/3/2019,6XX W ALDINE AVE,1.4,< 1,1.3
9/29/2020,6XX W ALDINE AVE,< 1,< 1,< 1
11/15/2020,6XX W ALDINE AVE,< 1,< 1,< 1
8/22/2018,6XX W ARLINGTON PL,2.1,7.8,10
8/22/2018,6XX W ARLINGTON PL,2.1,7.8,10
12/5/2018,6XX W ARLINGTON PL,See Follow-Up Sequential Sampling Table for Results,,
11/29/2021,6XX W ARLINGTON PL ,1.2,2.4,1.1
7/13/2019,6XX W ARMITAGE AVE,4.7,3.1,3.3
12/3/2019,6XX W ARMITAGE AVE,< 1,< 1,< 1
9/8/2016,6XX W BARRY AVE,< 1,< 1,< 1
6/14/2018,6XX W BARRY AVE,< 1,< 1,< 1
6/20/2018,6XX W BARRY AVE,1.5,1.3,1.7
7/28/2018,6XX W BARRY AVE,< 1,< 1,< 1
10/28/2018,6XX W BARRY AVE,< 1,< 1,< 1
12/2/2018,6XX W BARRY AVE,< 1,< 1,< 1
1/17/2019,6XX W BARRY AVE,< 1,< 1,< 1
9/22/2019,6XX W BARRY AVE,2.3,3,9
12/23/2019,6XX W BARRY AVE,< 1,< 1,< 1
9/3/2018,6XX W BELDEN AVE,< 0.5,< 0.5,< 0.5
5/10/2019,6XX W BELDEN AVE,2.7,1.3,1.7
7/23/2019,6XX W BELDEN AVE,< 1,< 1,< 1
11/26/2021,6XX W BELDEN AVE ,<0.5,<0.5,<0.5
7/8/2018,6XX W BELMONT AVE,< 1,< 1,< 1
8/9/2017,6XX W BITTERSWEET PL,< 1,1.5,1.1
9/26/2018,6XX W BITTERSWEET PL,< 1,< 1,< 1
7/9/2018,6XX W BRIAR PL,< 1,< 1,< 1
11/6/2018,6XX W BRIAR PL,1.7,3.1,3.7
3/7/2021,6XX W BRIAR PL,< 1,< 1,< 1
8/16/2016,6XX W BUCKINGHAM PL,3.9,< 1,< 1
11/1/2016,6XX W BUCKINGHAM PL,1.4,< 1,< 1
6/29/2018,6XX W BUCKINGHAM PL,< 1,< 1,< 1
7/30/2018,6XX W BUCKINGHAM PL,1.4,< 1,< 1
8/7/2018,6XX W BUCKINGHAM PL,2.1,3,3
8/10/2018,6XX W BUCKINGHAM PL,1.4,< 1,< 1
9/5/2018,6XX W BUCKINGHAM PL,< 1,< 1,< 1
4/22/2019,6XX W BUCKINGHAM PL,1.6,< 1,< 1
6/28/2019,6XX W BUCKINGHAM PL,< 1,< 1,< 1
4/17/2018,6XX W BUENA AVE,1.6,< 1,< 1
6/2/2020,6XX W CORNELIA AVE,< 1,< 1,< 1
5/22/2021,6XX W CORNELIA AVE,1.7,< 1,< 1
2/8/2022,6XX W CORNELIA AVE ,<0.5,0.9,<0.5
8/31/2018,6XX W DEMING PL,2.8,< 0.5,< 0.5
12/13/2019,6XX W DEMING PL,32,34,7.7
3/6/2020,6XX W DEMING PL,See Follow-Up Sequential Sampling Table for Results,,
6/14/2021,6XX W DEMING PL,1.4,< 1,< 1
6/11/2018,6XX W DIVERSEY PKWY,< 1,< 1,< 1
2/26/2021,6XX W DIVERSEY PKWY,< 1,< 1,< 1
6/6/2021,6XX W DRUMMOND PL,< 1,< 1,< 1
7/15/2021,6XX W DRUMMOND PL ,<1.0,<1.0,<1.0
7/15/2021,6XX W DRUMMOND PL ,<1.0,<1.0,<1.0
11/1/2021,6XX W DRUMMOND PL ,<1.0,<1.0,<1.0
8/14/2018,6XX W ELM ST,< 1,< 1,< 1
2/13/2020,6XX W ENGLEWOOD AVE,< 1,< 1,< 1
10/27/2017,6XX W FULLERTON PKWY,14,13,3.1
1/28/2020,6XX W FULTON ST,< 1,< 1,< 1
9/3/2017,6XX W GRACE ST,< 1,< 1,< 1
6/18/2018,6XX W GRACE ST,< 1,< 1,< 1
10/18/2019,6XX W GRACE ST,< 1,< 1,< 1
7/29/2018,6XX W HOBBIE ST,< 1,< 1,< 1
8/3/2018,6XX W IRVING PARK RD,< 1,< 1,< 1
8/14/2018,6XX W IRVING PARK RD,< 1,< 1,< 1
11/13/2019,6XX W IRVING PARK RD,< 1,< 1,< 1
12/30/2019,6XX W IRVING PARK RD,< 1,< 1,< 1
2/4/2020,6XX W IRVING PARK RD,< 1,< 1,< 1
2/17/2022,6XX W IRVING PARK RD ,<0.5,<0.5,<0.5
1/24/2017,6XX W JACKSON BLVD,< 1,< 1,< 1
1/28/2020,6XX W JACKSON BLVD,< 1,< 1,< 1
2/4/2020,6XX W JACKSON BLVD,< 1,< 1,< 1
3/27/2021,6XX W JACKSON BLVD,< 1,< 1,< 1
10/2/2018,6XX W KEMPER PL,1.4,3.6,6.5
6/5/2016,6XX W MADISON ST,< 1,< 1,< 1
7/5/2018,6XX W MADISON ST,< 1,< 1,< 1
11/3/2018,6XX W MADISON ST,< 1,< 1,< 1
5/13/2021,6XX W MARQUETTE RD,< 1,< 1,< 1
2/19/2016,6XX W MELROSE ST,<1,<1,<1
10/20/2016,6XX W MELROSE ST,< 1,< 1,< 1
7/8/2018,6XX W MELROSE ST,< 1,1,1.3
11/6/2019,6XX W MELROSE ST,< 1,< 1,< 1
4/16/2020,6XX W MELROSE ST,3,1.2,< 1
9/17/2020,6XX W MELROSE ST,< 1,< 1,< 1
8/3/2018,6XX W OAK ST,< 1,< 1,< 1
5/1/2019,6XX W OAKDALE ,7.5,24,3.5
8/8/2019,6XX W OAKDALE ,See Follow-Up Sequential Sampling Table for Results,,
8/14/2018,6XX W OAKDALE AVE,2,6.2,6.2
9/26/2018,6XX W OAKDALE AVE,2.6,3,2.7
11/11/2018,6XX W OAKDALE AVE,1.4,< 1,< 1
3/7/2019,6XX W OAKDALE AVE,< 1,< 1,< 1
5/13/2019,6XX W OAKDALE AVE,< 1,< 1,< 1
7/30/2019,6XX W OAKDALE AVE,< 1,< 1,< 1
8/5/2019,6XX W OAKDALE AVE,3.1,1.6,1.1
12/28/2016,6XX W PATTERSON AVE,7,< 1,< 1
11/11/2018,6XX W PATTERSON AVE,< 1,< 1,< 1
3/31/2019,6XX W PATTERSON AVE,< 1,< 1,< 1
9/9/2021,6XX W PATTERSON AVE ,<1.0,<1.0,<1.0
3/27/2022,6XX W PATTERSON AVE ,<0.5,<0.5,<0.5
4/2/2019,6XX W RANDOLPH ST,< 1,< 1,< 1
11/12/2019,6XX W RANDOLPH ST,< 1,< 1,< 1
11/12/2019,6XX W RANDOLPH ST,< 1,< 1,< 1
11/6/2016,6XX W ROSCOE ST,1.4,2.5,2.5
9/3/2018,6XX W ROSCOE ST,< 1,< 1,< 1
1/13/2020,6XX W ROSCOE ST,< 1,< 1,< 1
10/29/2020,6XX W ROSCOE ST,< 1,< 1,< 1
7/21/2021,6XX W ROSCOE ST ,<1.0,<1.0,<1.0
7/21/2021,6XX W ROSCOE ST ,<1.0,<1.0,<1.0
8/26/2020,6XX W SCHUBERT AVE,< 1,< 1,< 1
10/2/2021,6XX W Schubert Ave ,<1.0,<1.0,<1.0
7/13/2017,6XX W SHERIDAN RD,< 1,< 1,< 1
8/7/2018,6XX W SHERIDAN RD,3.7,3.4,3.8
12/16/2018,6XX W SHERIDAN RD,< 1,< 1,< 1
12/2/2019,6XX W SHERIDAN RD,< 1,< 1,< 1
7/13/2020,6XX W SHERIDAN RD,< 1,< 1,< 1
1/15/2021,6XX W SHERIDAN RD,< 1,< 1,< 1
6/10/2018,6XX W STRATFORD PL,< 1,< 1,< 1
7/1/2019,6XX W STRATFORD PL,< 1,< 1,< 1
9/18/2020,6XX W STRATFORD PL,< 1,2.8,1.7
4/22/2021,6XX W STRATFORD PL,< 1,< 1,< 1
10/27/2018,6XX W SURF ST,< 1,< 1,< 1
9/13/2021,6XX W SURF ST ,<1.0,<1.0,<1.0
8/5/2018,6XX W WAVELAND AVE,< 1,< 1,< 1
9/7/2020,6XX W WAVELAND AVE,< 1,< 1,< 1
2/14/2021,6XX W WAVELAND AVE,< 1,< 1,< 1
6/11/2018,6XX W WAYMAN ST,< 1,< 1,< 1
12/9/2021,6XX W WEBSTER AVE ,<0.5,<0.5,<0.5
3/4/2016,6XX W WELLINGTON AVE,1.2,1.83,1.6
11/28/2016,6XX W WELLINGTON AVE,1.2,2.3,1.9
7/28/2018,6XX W WELLINGTON AVE,< 1,< 1,< 1
3/13/2019,6XX W WELLINGTON AVE,< 1,< 1,< 1
8/17/2019,6XX W WELLINGTON AVE,< 1,< 1,< 1
11/11/2020,6XX W WELLINGTON AVE,< 1,< 1,< 1
10/8/2021,6XX W WELLINGTON AVE ,<1.0,<1.0,<1.0
8/29/2018,6XX W WILLOW ST,4.9,3.7,2.2
8/23/2019,6XX W WILLOW ST,4.4,2.8,1.9
12/26/2019,6XX W WILLOW ST,< 1,< 1,< 1
11/8/2018,6XX W WRIGHTWOOD AVE,< 1,< 1,< 1
11/12/2018,6XX W WRIGHTWOOD AVE,< 1,< 1,< 1
12/13/2018,6XX W WRIGHTWOOD AVE,< 1,< 1,< 1
8/1/2019,6XX W WRIGHTWOOD AVE,< 1,< 1,< 1
8/5/2020,6XX W WRIGHTWOOD AVE,< 1,< 1,< 1
10/13/2021,70XX N ASHLAND BLVD ,<1.0,<1.0,<1.0
8/31/2020,70XX N DAMEN AVE,< 1,< 1,< 1
3/3/2016,70XX N GREENVIEW AVE,<1,<1,<1
8/2/2016,70XX N GREENVIEW AVE,4,2.7,2.5
8/4/2018,70XX N Greenview Ave,5.4,15,2.9
2/15/2019,70XX N GREENVIEW AVE,< 1,< 1,< 1
10/17/2020,70XX N GREENVIEW AVE,< 1,< 1,< 1
11/2/2020,70XX N GREENVIEW AVE,< 1,< 1,< 1
2/25/2021,70XX N GREENVIEW AVE,< 1,< 1,< 1
7/27/2021,70XX N Greenview Ave,See Follow-Up Sequential Sampling Table for Results,,
7/3/2018,70XX N HIAWATHA AVE,2.4,13,2.5
10/23/2019,70XX N HIAWATHA AVE,2.2,1.9,1.6
8/16/2020,70XX N HIAWATHA AVE,5.5,3.1,2.6
11/25/2020,70XX N HIAWATHA AVE,4.8,9.9,1.8
11/2/2019,70XX N MANKATO AVE,< 1,< 1,< 1
11/16/2020,70XX N MANKATO AVE,3.5,7,1.7
6/30/2019,70XX N MASON ,6.4,20,2.3
7/22/2019,70XX N MASON ,6.1,20,2
10/23/2019,70XX N MASON ,See Follow-Up Sequential Sampling Table for Results,,
10/28/2019,70XX N MASON ,See Follow-Up Sequential Sampling Table for Results,,
1/25/2019,70XX N MASON AVE,3.4,3.7,6.4
9/4/2020,70XX N MASON AVE,< 1,< 1,< 1
5/10/2018,70XX N MCALPIN AVE,4.3,11,12
5/10/2018,70XX N MCALPIN AVE,4.3,11,12
8/4/2018,70XX N MCALPIN AVE,See Follow-Up Sequential Sampling Table for Results,,
8/1/2019,70XX N MONON AVE,8.3,12,5.8
8/6/2018,70XX N MOSELLE AVE,3.1,1.8,1.7
3/5/2019,70XX N MOSELLE AVE,2.9,7,1.2
8/14/2020,70XX N MOSELLE AVE,5.1,13,2.2
11/29/2016,70XX N ODELL AVE,1.4,< 1,< 1
11/29/2019,70XX N OLCOTT AVE,4.5,7.5,1.9
3/12/2020,70XX N OLEANDER AVE,1.2,2.3,1
7/30/2021,70XX N OLEANDER AVE ,1.7,2.5,<1.0
3/24/2019,70XX N ORIOLE AVE,2.5,3.6,1.1
5/12/2019,70XX N ORIOLE AVE,2.3,8.2,1.7
8/12/2018,70XX N OSCEOLA AVE,7.5,1.3,1.2
9/24/2018,70XX N OSCEOLA AVE,4.2,4,2.5
2/23/2019,70XX N OSCEOLA AVE,4.7,9,1.6
10/16/2019,70XX N OSCEOLA AVE,1.3,6,1.1
12/6/2019,70XX N OSCEOLA AVE,5.3,5.3,2.4
11/2/2019,70XX N OVERHILL AVE,11,3,3.6
9/21/2021,70XX N OVERHILL AVE ,3.5,8.5,3.7
10/11/2021,70XX N OVERHILL AVE ,1.3,4.7,1.9
11/23/2019,70XX N OZANAM AVE,< 1,2.6,< 1
7/29/2018,70XX N OZARK AVE,1.9,2.8,2.4
2/11/2019,70XX N OZARK AVE,1.2,3.8,1
1/25/2018,70XX N PAULINA ST,< 1,< 1,< 1
2/13/2017,70XX N RIDGE BLVD,< 1,< 1,< 1
4/9/2017,70XX N RIDGE BLVD,5.4,< 1,< 1
6/15/2018,70XX N RIDGE BLVD,< 1,1.8,< 1
5/1/2019,70XX N RIDGE BLVD,< 1,< 1,< 1
2/25/2019,70XX N ROCKWELL ST,< 1,< 1,< 1
9/22/2019,70XX N ROCKWELL ST,2.7,3.9,1.6
11/18/2016,70XX N SHERIDAN RD,1.7,< 1,< 1
4/16/2019,70XX N TAHOMA AVE,4.4,19,1.8
8/22/2019,70XX N TAHOMA AVE,See Follow-Up Sequential Sampling Table for Results,,
2/9/2020,70XX N TAHOMA AVE,1.7,4.5,< 1
12/4/2018,70XX N TONTY AVE,2,5.5,< 1
10/19/2016,70XX N WASHTENAW AVE,1.9,1.3,1.3
9/19/2019,70XX N WASHTENAW AVE,4.4,11,1
10/25/2019,70XX S ABERDEEN ST,2.2,< 1,< 1
7/9/2019,70XX S ARTESIAN AVE,3.8,2.9,2.7
12/10/2020,70XX S BELL AVE,3.3,< 1,< 1
3/10/2019,70XX S BENNETT AVE,1.1,< 1,< 1
7/14/2019,70XX S BENNETT AVE,7.8,4.6,2.2
1/24/2019,70XX S CALIFORNIA AVE,3.5,7.5,1.2
1/1/2019,70XX S CALUMET AVE,3.1,6.3,2
7/5/2019,70XX S CAMPBELL AVE,1.4,5.8,1.5
1/22/2021,70XX S CAMPBELL AVE,8.3,7.9,1.8
2/25/2019,70XX S CARPENTER ST,5.7,4,3
6/8/2019,70XX S CLAREMONT AVE,3.6,3.9,4.7
8/3/2021,70XX S CLAREMONT AVE ,3.5,5.3,2.3
7/26/2021,70XX S CONSTANCE AVE ,1.3,1,<1.0
11/21/2019,70XX S DR MARTIN LUTHER KING JR DR,< 1,1.2,1.1
12/2/2019,70XX S EBERHART AVE,1.3,< 1,< 1
3/3/2020,70XX S EBERHART AVE,4.8,5.4,1.4
8/26/2019,70XX S EGGLESTON AVE,5,9.7,6.4
12/10/2019,70XX S Eggleston Ave,23,34,5.7
5/19/2021,70XX S Eggleston Ave,See Follow-Up Sequential Sampling Table for Results,,
6/25/2019,70XX S FAIRFIELD ST,2.2,2.6,< 1
2/9/2022,70XX S GREEN ST ,3.7,6.7,9.4
3/1/2021,70XX S HARPER AVE,1.5,3.7,3.3
5/22/2018,70XX S KIMBARK AVE,6.8,9.8,2.3
11/8/2019,70XX S MAPLEWOOD AVE,< 1,< 1,< 1
12/1/2020,70XX S MERRILL AVE,1.3,< 1,< 1
10/12/2019,70XX S OAKLEY AVE,14,6.6,4.3
1/19/2017,70XX S PARNELL AVE,2.6,< 1,< 1
1/28/2020,70XX S PEORIA ST,< 1,< 1,< 1
6/18/2019,70XX S SAINT LAWRENCE AVE,8.9,5.9,< 1
6/17/2016,70XX S SOUTH SHORE DR,< 1,< 1,< 1
11/14/2019,70XX S SOUTH SHORE DR,1.1,< 1,< 1
11/18/2021,70XX S TALMAN AVE ,2.4,1.3,1.1
10/5/2020,70XX S VERNON AVE,< 1,8.9,1.1
4/12/2019,70XX S WASHTENAW ,76,24,22
8/1/2019,70XX S WASHTENAW ,See Follow-Up Sequential Sampling Table for Results,,
5/13/2019,70XX S WOOD ST,2.9,2,1.1
2/4/2021,70XX S YALE AVE,1.5,1.6,1.3
2/9/2021,70XX S YALE AVE,< 1,1.6,1.9
4/2/2019,70XX W 63RD PL,2.6,6.9,< 1
4/14/2019,70XX W 63RD PL,2.2,3.9,1.1
3/13/2019,70XX W 63RD ST,6.5,5.7,2.5
8/13/2019,70XX W 63RD ST,8.8,12,7.4
12/18/2017,70XX W ARMITAGE AVE,5.5,5,1.7
