Date Sampled,Address,1st Draw,2-3 Minute,5 Minute,numAddr,geocode
8/15/2018,44XX N SPRINGFIELD AVE,< 1,< 1,< 1,4400 N SPRINGFIELD AVE,"[41.961559, -87.725507]"
5/12/2019,44XX N SPRINGFIELD AVE,1.7,5.4,1.1,4400 N SPRINGFIELD AVE,"[41.961559, -87.725507]"
8/18/2016,44XX N TRIPP AVE,4.1,7.8,3,4400 N TRIPP AVE,"[41.961273, -87.734319]"
2/5/2019,44XX N TRIPP AVE,6.4,3.2,2.8,4400 N TRIPP AVE,"[41.961273, -87.734319]"
4/23/2019,44XX N TRIPP AVE,2.8,7.4,1.5,4400 N TRIPP AVE,"[41.961273, -87.734319]"
8/30/2021,44XX N TRIPP AVE ,41,9.2,8,4400 N TRIPP AVE ,"[41.961273, -87.734319]"
9/25/2016,44XX N TROY ST,< 1,< 1,< 1,4400 N TROY ST,"[41.961317, -87.707138]"
7/2/2019,44XX N TROY ST,< 1,< 1,< 1,4400 N TROY ST,"[41.961317, -87.707138]"
9/17/2019,44XX N TROY ST,< 1,< 1,< 1,4400 N TROY ST,"[41.961317, -87.707138]"
10/15/2019,44XX N TROY ST,5.4,6,3.5,4400 N TROY ST,"[41.961317, -87.707138]"
10/2/2018,44XX N WESTERN AVE,< 1,< 1,< 1,4400 N WESTERN AVE,"[41.9614576, -87.68905304330319]"
8/13/2018,44XX N WHIPPLE ST,< 1,< 1,< 1,4400 N WHIPPLE ST,"[41.961333, -87.704701]"
9/23/2018,44XX N WHIPPLE ST,< 1,< 1,< 1,4400 N WHIPPLE ST,"[41.961333, -87.704701]"
1/19/2019,44XX N WHIPPLE ST,< 1,< 1,< 1,4400 N WHIPPLE ST,"[41.961333, -87.704701]"
5/10/2019,44XX N WHIPPLE ST,< 1,< 1,< 1,4400 N WHIPPLE ST,"[41.961333, -87.704701]"
12/17/2019,44XX N WHIPPLE ST,< 1,< 1,< 1,4400 N WHIPPLE ST,"[41.961333, -87.704701]"
12/2/2020,44XX N WHIPPLE ST,3.9,2.8,1.6,4400 N WHIPPLE ST,"[41.961333, -87.704701]"
6/24/2018,44XX N WINCHESTER AVE,1.5,< 1,< 1,4400 N WINCHESTER AVE,"[41.961788850000005, -87.67792991676367]"
12/9/2019,44XX N WINCHESTER AVE,< 1,< 1,< 1,4400 N WINCHESTER AVE,"[41.961788850000005, -87.67792991676367]"
9/12/2020,44XX N WINCHESTER AVE,< 1,< 1,< 1,4400 N WINCHESTER AVE,"[41.961788850000005, -87.67792991676367]"
3/14/2021,44XX N WINCHESTER AVE,2.1,2.1,1.9,4400 N WINCHESTER AVE,"[41.961788850000005, -87.67792991676367]"
2/6/2022,44XX N WINCHESTER AVE ,<0.5,<0.5,<0.5,4400 N WINCHESTER AVE ,"[41.961788850000005, -87.67792991676367]"
7/26/2018,44XX N WOLCOTT AVE,< 1,1.9,1.9,4400 N WOLCOTT AVE,"[41.961831, -87.67612]"
2/27/2019,44XX S ALBANY AVE,4.9,3.7,2,4400 S ALBANY AVE,"[41.81348575, -87.70198309035595]"
7/7/2019,44XX S ARTESIAN AVE,< 1,1.8,< 1,4400 S ARTESIAN AVE,"[41.8137295, -87.68611898618076]"
8/30/2018,44XX S BERKELEY AVE,< 1,< 1,< 1,4400 S BERKELEY AVE,"[41.814956050000006, -87.60087446702792]"
12/20/2019,44XX S DOCTOR MARTIN LUTHER KING JR DR,< 1,< 1,< 1,4400 S DOCTOR MARTIN LUTHER KING JR DR,"[41.8146861, -87.6172517]"
9/13/2019,44XX S DRAKE AVE,7.8,26,17,4400 S DRAKE AVE,"[41.81371051923839, -87.71271868114472]"
1/7/2020,44XX S DRAKE AVE,See Follow-Up Sequential Sampling Table for Results,,,4400 S DRAKE AVE,"[41.81371051923839, -87.71271868114472]"
5/5/2016,44XX S ELLIS AVE,<1,<1,<1,4400 S ELLIS AVE,"[41.814924, -87.601921]"
8/4/2019,44XX S EMERALD AVE,3.2,15,3.8,4400 S EMERALD AVE,"[41.81424145, -87.6447387238033]"
11/25/2019,44XX S EMERALD AVE,See Follow-Up Sequential Sampling Table for Results,,,4400 S EMERALD AVE,"[41.81424145, -87.6447387238033]"
9/23/2020,44XX S FRANCISCO AVE,2.2,3.8,2.7,4400 S FRANCISCO AVE,"[41.81357695, -87.6972539796941]"
9/28/2021,44XX S FRANCISCO AVE ,2.6,3.9,2.9,4400 S FRANCISCO AVE ,"[41.81357695, -87.6972539796941]"
4/11/2019,44XX S HOMAN ST,3,11,2.9,4400 S HOMAN ST,"[0, 0]"
2/18/2020,44XX S HONORE ST,1.2,2.6,< 1,4400 S HONORE ST,"[41.81386405000001, -87.67153522377333]"
10/7/2019,44XX S KARLOV AVE,3.2,4.3,4.3,4400 S KARLOV AVE,"[41.81320495, -87.72651378034026]"
11/5/2019,44XX S KEATING AVE,1.7,3.3,< 1,4400 S KEATING AVE,"[41.8129687, -87.74234775068305]"
7/24/2019,44XX S KEDVALE AVE,8.6,11,8.8,4400 S KEDVALE AVE,"[41.813174950000004, -87.72772645]"
4/29/2021,44XX S KEDVALE AVE,1.1,2.8,< 1,4400 S KEDVALE AVE,"[41.813174950000004, -87.72772645]"
12/19/2018,44XX S KILPATRICK AVE,5.6,9.9,2.5,4400 S KILPATRICK AVE,"[41.812985, -87.74113534354869]"
12/4/2016,44XX S KNOX AVE,1.7,< 1,< 1,4400 S KNOX AVE,"[41.81299575, -87.7398665611588]"
9/30/2018,44XX S KOMENSKY AVE,4.2,2.8,1.5,4400 S KOMENSKY AVE,"[41.813222, -87.725121]"
7/10/2019,44XX S LEAMINGTON AVE,5.4,8.9,1.7,4400 S LEAMINGTON AVE,"[41.812836, -87.751975]"
2/14/2020,44XX S LEAMINGTON AVE,3.7,9.6,2.2,4400 S LEAMINGTON AVE,"[41.812836, -87.751975]"
11/14/2019,44XX S LECLAIRE AVE,5.4,5.9,1.4,4400 S LECLAIRE AVE,"[41.812504, -87.75074]"
4/28/2019,44XX S LOWE AVE,2.3,2.3,2.1,4400 S LOWE AVE,"[41.81429175, -87.64232585063068]"
8/20/2018,44XX S MAPLEWOOD AVE,3.4,4.4,3.5,4400 S MAPLEWOOD AVE,"[41.8136909, -87.68853131966024]"
9/8/2019,44XX S MICHIGAN AVE,< 1,1.8,4.3,4400 S MICHIGAN AVE,"[41.814601, -87.623089]"
10/21/2021,44XX S MOZART ST ,1.2,<1.0,<1.0,4400 S MOZART ST ,"[41.81358295, -87.69585705]"
8/6/2018,44XX S OAKENWALD AVE,< 1,< 1,< 1,4400 S OAKENWALD AVE,"[41.81516183725226, -87.59630207580805]"
10/21/2019,44XX S OAKENWALD AVE,< 1,< 1,< 1,4400 S OAKENWALD AVE,"[41.81516183725226, -87.59630207580805]"
3/17/2019,44XX S RICHMOND ST,< 1,2.1,< 1,4400 S RICHMOND ST,"[41.81354655, -87.6983303324914]"
10/20/2021,44XX S RICHMOND ST ,1.3,1.3,1.2,4400 S RICHMOND ST ,"[41.81354655, -87.6983303324914]"
12/6/2019,44XX S SAINT LOUIS AVE,2.1,< 1,< 1,4400 S SAINT LOUIS AVE,"[41.81339925, -87.71159577015837]"
10/6/2021,44XX S Sawyer Ave ,<1.0,<1.0,1.2,4400 S Sawyer Ave ,"[41.8129, -87.705488]"
11/7/2020,44XX S SHIELDS AVE,< 1,< 1,< 1,4400 S SHIELDS AVE,"[41.81446075, -87.63492688173312]"
10/14/2021,44XX S TROY ST ,1.1,<1.0,<1.0,4400 S TROY ST ,"[41.813472, -87.703033]"
7/31/2019,44XX S TRUMBULL AVE,2.8,5.2,5.5,4400 S TRUMBULL AVE,"[41.81339305, -87.71044581413935]"
10/31/2019,44XX S TRUMBULL AVE,1.7,2.9,< 1,4400 S TRUMBULL AVE,"[41.81339305, -87.71044581413935]"
3/20/2018,44XX S UNION AVE,3.2,1.2,1.1,4400 S UNION AVE,"[41.814271, -87.643369]"
12/2/2019,44XX S UNION AVE,< 1,< 1,< 1,4400 S UNION AVE,"[41.814271, -87.643369]"
12/9/2019,44XX S UNION AVE,< 1,< 1,< 1,4400 S UNION AVE,"[41.814271, -87.643369]"
8/5/2021,44XX S UNION AVE ,<1.0,<1.0,<1.0,4400 S UNION AVE ,"[41.814271, -87.643369]"
9/12/2019,44XX S UNIVERSITY AVE,< 1,< 1,< 1,4400 S UNIVERSITY AVE,"[41.81451, -87.598255]"
7/14/2019,44XX S WALLACE ST,4.3,4.4,3.1,4400 S WALLACE ST,"[41.81431145, -87.64104682627553]"
9/7/2019,44XX S WALLACE ST,3.3,10,2.5,4400 S WALLACE ST,"[41.81431145, -87.64104682627553]"
4/2/2017,44XX S WASHTENAW AVE,6.2,3.2,2.9,4400 S WASHTENAW AVE,"[41.813636849999995, -87.69227153763796]"
8/17/2018,44XX S WASHTENAW AVE,1.8,1.7,1.9,4400 S WASHTENAW AVE,"[41.813636849999995, -87.69227153763796]"
3/5/2020,44XX S WELLS ST,1.5,< 1,< 1,4400 S WELLS ST,"[41.81450145, -87.63259616560913]"
11/22/2019,44XX W 55TH ST,2.8,1.1,< 1,4400 W 55TH ST,"[41.7933275, -87.73317419361285]"
3/17/2020,44XX W 55TH ST,1.5,< 1,< 1,4400 W 55TH ST,"[41.7933275, -87.73317419361285]"
8/26/2019,44XX W 79TH PL,2.4,7.5,2.5,4400 W 79TH PL,"[41.748796, -87.732835]"
6/13/2019,44XX W 81ST PL,13,15,6,4400 W 81ST PL,"[41.74425635, -87.73130961707551]"
10/27/2019,44XX W 81ST PL,See Follow-Up Sequential Sampling Table for Results,,,4400 W 81ST PL,"[41.74425635, -87.73130961707551]"
2/2/2019,44XX W AINSLIE ,17,3.8,1.3,4400 W AINSLIE ,"[0, 0]"
6/17/2019,44XX W AINSLIE ,See Follow-Up Sequential Sampling Table for Results,,,4400 W AINSLIE ,"[0, 0]"
6/30/2019,44XX W AINSLIE ST,1.6,9.5,1.5,4400 W AINSLIE ST,"[41.970035, -87.73812]"
2/25/2019,44XX W ALTGELD ST,2.4,1.7,1,4400 W ALTGELD ST,"[41.92662835, -87.73690544133271]"
3/4/2019,44XX W BRYN MAWR AVE,1.1,1.5,< 1,4400 W BRYN MAWR AVE,"[41.98293375, -87.73850968033602]"
9/30/2020,44XX W BRYN MAWR AVE,2.4,6.4,2.3,4400 W BRYN MAWR AVE,"[41.98293375, -87.73850968033602]"
11/11/2019,44XX W CORTEZ ST,3.5,6.1,1.5,4400 W CORTEZ ST,"[41.8999798, -87.73625577519881]"
2/15/2019,44XX W GRACE ST,< 1,< 1,< 1,4400 W GRACE ST,"[41.94998, -87.738217]"
2/16/2019,44XX W GRACE ST,< 1,< 1,< 1,4400 W GRACE ST,"[41.94998, -87.738217]"
3/30/2021,44XX W GUNNISON ST,< 1,< 1,< 1,4400 W GUNNISON ST,"[41.969109, -87.739369]"
1/6/2020,44XX W HADDON AVE,5.4,6.9,1.7,4400 W HADDON AVE,"[41.901669, -87.736288]"
6/28/2016,44XX W IOWA ST,6.1,4.9,4.5,4400 W IOWA ST,"[41.8972244, -87.7361616]"
7/23/2018,44XX W JACKSON BLVD,10,16,19,4400 W JACKSON BLVD,"[41.87718875, -87.73556602098613]"
11/6/2018,44XX W JACKSON BLVD,See Follow-Up Sequential Sampling Table for Results,,,4400 W JACKSON BLVD,"[41.87718875, -87.73556602098613]"
8/20/2016,44XX W LELAND AVE,250,7.7,6.3,4400 W LELAND AVE,"[41.966381, -87.738771]"
10/22/2016,44XX W LELAND AVE,See Follow-Up Sequential Sampling Table for Results,,,4400 W LELAND AVE,"[41.966381, -87.738771]"
6/7/2019,44XX W LELAND AVE,9.3,3.6,2.6,4400 W LELAND AVE,"[41.966381, -87.738771]"
8/25/2019,44XX W LELAND AVE,2.2,5,12,4400 W LELAND AVE,"[41.966381, -87.738771]"
5/10/2019,44XX W MAYPOLE AVE,2.1,1.7,1.5,4400 W MAYPOLE AVE,"[41.8847543, -87.7358896]"
2/18/2020,44XX W MONTANA ST,10,11,2.4,4400 W MONTANA ST,"[41.925607549999995, -87.73687215402325]"
10/28/2020,44XX W MONTANA ST,3.1,3,1.1,4400 W MONTANA ST,"[41.925607549999995, -87.73687215402325]"
12/10/2021,44XX W MONTANA ST ,2.4,2.1,1.5,4400 W MONTANA ST ,"[41.925607549999995, -87.73687215402325]"
1/22/2018,44XX W PETERSON AVE,2.5,12,1.6,4400 W PETERSON AVE,"[41.9907887, -87.6709119]"
3/26/2020,44XX W RICE ST,2.5,2.5,2.1,4400 W RICE ST,"[41.896214, -87.73614]"
8/15/2016,44XX W WASHINGTON BLVD,< 1,< 1,< 1,4400 W WASHINGTON BLVD,"[41.8831555, -87.6448314]"
7/30/2019,44XX W WEST END AVE,< 1,< 1,< 1,4400 W WEST END AVE,"[41.883326, -87.735728]"
3/1/2021,44XX W WILSON AVE,< 1,< 1,< 1,4400 W WILSON AVE,"[41.9646784, -87.73873197374735]"
11/1/2021,44XX W WILSON AVE ,<1.0,<1.0,<1.0,4400 W WILSON AVE ,"[41.9646784, -87.73873197374735]"
6/27/2019,44XX W WRIGHTWOOD AVE,1.6,1.2,1,4400 W WRIGHTWOOD AVE,"[41.928561, -87.736894]"
4/10/2021,45XX N ALBANY AVE,6.7,9.2,7.5,4500 N ALBANY AVE,"[41.963153, -87.705973]"
2/19/2022,45XX N ALBANY AVE ,1.3,1.1,0.6,4500 N ALBANY AVE ,"[41.963153, -87.705973]"
10/3/2016,45XX N ARTESIAN AVE,< 1,1,< 1,4500 N ARTESIAN AVE,"[41.9632878, -87.69035768976468]"
8/7/2017,45XX N ARTESIAN AVE,< 1,1.5,1.2,4500 N ARTESIAN AVE,"[41.9632878, -87.69035768976468]"
3/11/2019,45XX N ARTESIAN AVE,8,7.8,2.2,4500 N ARTESIAN AVE,"[41.9632878, -87.69035768976468]"
11/4/2019,45XX N ARTESIAN AVE,2.7,6.6,2.7,4500 N ARTESIAN AVE,"[41.9632878, -87.69035768976468]"
2/11/2019,45XX N ASHLAND AVE,1.3,1.3,< 1,4500 N ASHLAND AVE,"[41.9636586, -87.66999221846402]"
4/8/2019,45XX N ASHLAND AVE,< 1,< 1,< 1,4500 N ASHLAND AVE,"[41.9636586, -87.66999221846402]"
9/27/2019,45XX N ASHLAND AVE,2,2,1.6,4500 N ASHLAND AVE,"[41.9636586, -87.66999221846402]"
10/17/2019,45XX N ASHLAND AVE,< 1,< 1,< 1,4500 N ASHLAND AVE,"[41.9636586, -87.66999221846402]"
4/27/2021,45XX N ASHLAND AVE,< 1,< 1,< 1,4500 N ASHLAND AVE,"[41.9636586, -87.66999221846402]"
10/30/2021,45XX N ASHLAND AVE ,1.3,1.7,1.3,4500 N ASHLAND AVE ,"[41.9636586, -87.66999221846402]"
1/27/2022,45XX N ASHLAND AVE ,<0.5,<0.5,<0.5,4500 N ASHLAND AVE ,"[41.9636586, -87.66999221846402]"
6/15/2019,45XX N AUSTIN AVE,1.1,9.2,1.2,4500 N AUSTIN AVE,"[41.9622697, -87.77737536202916]"
9/21/2016,45XX N BEACON ST,< 1,< 1,< 1,4500 N BEACON ST,"[41.963609, -87.663866]"
5/16/2017,45XX N BEACON ST,< 1,< 1,< 1,4500 N BEACON ST,"[41.963609, -87.663866]"
7/2/2018,45XX N BEACON ST,< 1,< 1,< 1,4500 N BEACON ST,"[41.963609, -87.663866]"
7/17/2019,45XX N BEACON ST,< 1,< 1,< 1,4500 N BEACON ST,"[41.963609, -87.663866]"
6/7/2021,45XX N Beacon St,1.8,17,7.9,4500 N Beacon St,"[41.963609, -87.663866]"
7/11/2021,45XX N BEACON ST,< 1,< 1,< 1,4500 N BEACON ST,"[41.963609, -87.663866]"
3/17/2022,45XX N Beacon St,See Follow-Up Sequential Sampling Table for Results,,,4500 N Beacon St,"[41.963609, -87.663866]"
10/29/2018,45XX N BERNARD ,5.2,17,3.2,4500 N BERNARD ,"[0, 0]"
7/19/2019,45XX N BERNARD ,See Follow-Up Sequential Sampling Table for Results,,,4500 N BERNARD ,"[0, 0]"
8/28/2018,45XX N BERNARD ST,6.5,12,5,4500 N BERNARD ST,"[41.96305445, -87.71469903785778]"
3/17/2019,45XX N BERNARD ST,1.6,< 1,< 1,4500 N BERNARD ST,"[41.96305445, -87.71469903785778]"
4/15/2019,45XX N BERNARD ST,3.3,12,1.3,4500 N BERNARD ST,"[41.96305445, -87.71469903785778]"
9/9/2019,45XX N BERNARD ST,4.5,13,2.9,4500 N BERNARD ST,"[41.96305445, -87.71469903785778]"
1/15/2020,45XX N BERNARD ST,4.4,5.9,1.8,4500 N BERNARD ST,"[41.96305445, -87.71469903785778]"
12/25/2016,45XX N CAMPBELL AVE,2.3,8.1,< 1,4500 N CAMPBELL AVE,"[41.963245, -87.691297]"
9/22/2018,45XX N CAMPBELL AVE,6.6,6,4,4500 N CAMPBELL AVE,"[41.963245, -87.691297]"
3/3/2019,45XX N CAMPBELL AVE,< 1,1.1,< 1,4500 N CAMPBELL AVE,"[41.963245, -87.691297]"
3/22/2020,45XX N CENTRAL AVE,< 1,< 1,< 1,4500 N CENTRAL AVE,"[41.962558900000005, -87.76757637209641]"
5/3/2019,45XX N CENTRAL PARK AVE,1.4,1.1,< 1,4500 N CENTRAL PARK AVE,"[41.96301, -87.718201]"
6/30/2019,45XX N CENTRAL PARK AVE,3.8,2.7,2.1,4500 N CENTRAL PARK AVE,"[41.96301, -87.718201]"
9/3/2019,45XX N CHRISTIANA AVE,3.9,5.6,2.2,4500 N CHRISTIANA AVE,"[41.96309015, -87.71231527288907]"
8/12/2020,45XX N CHRISTIANA AVE,6.1,4.8,2.5,4500 N CHRISTIANA AVE,"[41.96309015, -87.71231527288907]"
10/4/2016,45XX N CLAREMONT AVE,2,1.4,1.3,4500 N CLAREMONT AVE,"[41.9635409, -87.68771935754717]"
6/12/2018,45XX N CLAREMONT AVE,< 1,1.1,< 1,4500 N CLAREMONT AVE,"[41.9635409, -87.68771935754717]"
2/25/2019,45XX N CLAREMONT AVE,2.8,2.8,2.1,4500 N CLAREMONT AVE,"[41.9635409, -87.68771935754717]"
11/6/2019,45XX N CLAREMONT AVE,< 1,< 1,< 1,4500 N CLAREMONT AVE,"[41.9635409, -87.68771935754717]"
10/27/2020,45XX N CLAREMONT AVE,< 1,< 1,< 1,4500 N CLAREMONT AVE,"[41.9635409, -87.68771935754717]"
8/2/2021,45XX N CLAREMONT AVE ,<1.0,<1.0,<1.0,4500 N CLAREMONT AVE ,"[41.9635409, -87.68771935754717]"
10/8/2021,45XX N CLAREMONT AVE ,<1.0,<1.0,<1.0,4500 N CLAREMONT AVE ,"[41.9635409, -87.68771935754717]"
10/23/2020,45XX N CLARK ST,1.3,< 1,< 1,4500 N CLARK ST,"[41.963559, -87.666483]"
7/13/2019,45XX N DAMEN AVE,1.9,< 1,< 1,4500 N DAMEN AVE,"[41.963396, -87.679143]"
7/21/2019,45XX N DAMEN AVE,4,4,5.4,4500 N DAMEN AVE,"[41.963396, -87.679143]"
12/13/2018,45XX N DELPHIA AVE,1.8,2.1,< 1,4500 N DELPHIA AVE,"[41.961402, -87.841844]"
6/5/2019,45XX N DELPHIA AVE,4.1,8,2.7,4500 N DELPHIA AVE,"[41.961402, -87.841844]"
10/18/2019,45XX N DELPHIA AVE,1.6,1.4,< 1,4500 N DELPHIA AVE,"[41.961402, -87.841844]"
7/26/2016,45XX N DOVER ST,2.3,< 1,< 1,4500 N DOVER ST,"[41.96361885, -87.66542654523029]"
6/9/2019,45XX N DOVER ST,1.1,1.5,1.5,4500 N DOVER ST,"[41.96361885, -87.66542654523029]"
6/27/2020,45XX N DOVER ST,5.1,4.8,3.2,4500 N DOVER ST,"[41.96361885, -87.66542654523029]"
7/26/2021,45XX N DOVER ST ,1,1.3,<1.0,4500 N DOVER ST ,"[41.96361885, -87.66542654523029]"
2/7/2022,45XX N DOVER ST ,1.9,3.6,1.4,4500 N DOVER ST ,"[41.96361885, -87.66542654523029]"
11/25/2019,45XX N DRAKE AVE,< 1,< 1,< 1,4500 N DRAKE AVE,"[41.96303, -87.716979]"
9/18/2019,45XX N ELSTON AVE,< 1,< 1,< 1,4500 N ELSTON AVE,"[41.9624699, -87.732191]"
7/15/2019,45XX N FORESTVIEW AVE,1.9,3.2,1.7,4500 N FORESTVIEW AVE,"[41.9609799, -87.84556185872852]"
4/27/2016,45XX N FRANCISCO AVE,2.29,1.82,1.68,4500 N FRANCISCO AVE,"[41.963220199999995, -87.70128767672881]"
8/27/2018,45XX N FRANCISCO AVE,2.9,13,5.6,4500 N FRANCISCO AVE,"[41.963220199999995, -87.70128767672881]"
9/25/2018,45XX N FRANCISCO AVE,2.2,2.9,1.4,4500 N FRANCISCO AVE,"[41.963220199999995, -87.70128767672881]"
10/27/2018,45XX N FRANCISCO AVE,2.1,3.5,2.4,4500 N FRANCISCO AVE,"[41.963220199999995, -87.70128767672881]"
12/5/2018,45XX N FRANCISCO AVE,5.3,7.8,2.9,4500 N FRANCISCO AVE,"[41.963220199999995, -87.70128767672881]"
9/10/2019,45XX N FRANCISCO AVE,3.3,6.5,2.1,4500 N FRANCISCO AVE,"[41.963220199999995, -87.70128767672881]"
10/16/2019,45XX N FRANCISCO AVE,5.2,10,2.5,4500 N FRANCISCO AVE,"[41.963220199999995, -87.70128767672881]"
7/18/2018,45XX N GREENVIEW AVE,2.7,7.2,3.6,4500 N GREENVIEW AVE,"[41.963555, -87.667871]"
7/29/2018,45XX N GREENVIEW AVE,< 1,< 1,< 1,4500 N GREENVIEW AVE,"[41.963555, -87.667871]"
7/18/2019,45XX N GREENVIEW AVE,< 1,< 1,< 1,4500 N GREENVIEW AVE,"[41.963555, -87.667871]"
10/8/2021,45XX N HAMILTON AVE ,<1.0,<1.0,<1.0,4500 N HAMILTON AVE ,"[41.963817, -87.682391]"
7/1/2019,45XX N HARDING ,12,19,3.4,4500 N HARDING ,"[0, 0]"
10/28/2019,45XX N HARDING ,See Follow-Up Sequential Sampling Table for Results,,,4500 N HARDING ,"[0, 0]"
4/24/2019,45XX N HARDING AVE,3.3,1.9,2.1,4500 N HARDING AVE,"[41.962910449999995, -87.72696268183685]"
11/3/2019,45XX N HARDING AVE,3.5,3.1,2.8,4500 N HARDING AVE,"[41.962910449999995, -87.72696268183685]"
10/18/2017,45XX N HERMITAGE AVE,1.1,1,1.2,4500 N HERMITAGE AVE,"[41.9635271, -87.67282924432048]"
7/21/2018,45XX N HERMITAGE AVE,1.4,1,1,4500 N HERMITAGE AVE,"[41.9635271, -87.67282924432048]"
12/1/2018,45XX N HERMITAGE AVE,< 1,< 1,< 1,4500 N HERMITAGE AVE,"[41.9635271, -87.67282924432048]"
3/22/2019,45XX N HERMITAGE AVE,4.5,6.1,2.2,4500 N HERMITAGE AVE,"[41.9635271, -87.67282924432048]"
3/21/2021,45XX N HERMITAGE AVE,< 1,< 1,< 1,4500 N HERMITAGE AVE,"[41.9635271, -87.67282924432048]"
4/23/2019,45XX N KARLOV AVE,1.9,2.4,< 1,4500 N KARLOV AVE,"[41.962673, -87.730413]"
7/29/2019,45XX N KARLOV AVE,2.8,7.1,2.2,4500 N KARLOV AVE,"[41.962673, -87.730413]"
10/16/2020,45XX N KARLOV AVE,1.6,2,1.1,4500 N KARLOV AVE,"[41.962673, -87.730413]"
6/25/2021,45XX N KARLOV AVE,< 1,< 1,< 1,4500 N KARLOV AVE,"[41.962673, -87.730413]"
2/3/2020,45XX N KEDVALE AVE,6.6,4.7,1.8,4500 N KEDVALE AVE,"[41.963526, -87.731652]"
8/8/2016,45XX N KENNETH AVE,3.6,3.4,3.1,4500 N KENNETH AVE,"[41.962758, -87.739994]"
10/22/2016,45XX N KENNETH AVE,2.9,5,3.5,4500 N KENNETH AVE,"[41.962758, -87.739994]"
7/28/2018,45XX N KENNETH AVE,3.2,< 1,< 1,4500 N KENNETH AVE,"[41.962758, -87.739994]"
7/22/2019,45XX N KENNETH AVE,3.1,4.1,1.9,4500 N KENNETH AVE,"[41.962758, -87.739994]"
9/16/2020,45XX N KENNETH AVE,2.9,6.9,2.6,4500 N KENNETH AVE,"[41.962758, -87.739994]"
1/18/2022,45XX N Kenneth Ave,13,11,3.1,4500 N Kenneth Ave,"[41.962758, -87.739994]"
3/17/2022,45XX N Kenneth Ave,See Follow-Up Sequential Sampling Table for Results,,,4500 N Kenneth Ave,"[41.962758, -87.739994]"
11/18/2018,45XX N KENTON AVE,< 1,< 1,< 1,4500 N KENTON AVE,"[41.9627348, -87.7429784]"
3/24/2019,45XX N KENTON AVE,< 1,1.9,< 1,4500 N KENTON AVE,"[41.9627348, -87.7429784]"
8/4/2021,45XX N KENTON AVE ,3.3,6.2,2.8,4500 N KENTON AVE ,"[41.9627348, -87.7429784]"
8/5/2021,45XX N KENTON AVE ,6.6,4.6,2.5,4500 N KENTON AVE ,"[41.9627348, -87.7429784]"
9/12/2021,45XX N KENTON AVE ,3.9,2.5,2.2,4500 N KENTON AVE ,"[41.9627348, -87.7429784]"
8/13/2019,45XX N KEOKUK AVE,< 1,< 1,< 1,4500 N KEOKUK AVE,"[41.9623695, -87.7335337]"
12/22/2021,45XX N KEOKUK AVE ,<0.5,<0.5,<0.5,4500 N KEOKUK AVE ,"[41.9623695, -87.7335337]"
8/12/2018,45XX N KEYSTONE AVE,< 1,3.5,< 1,4500 N KEYSTONE AVE,"[41.962621299999995, -87.7293383463566]"
4/17/2019,45XX N KEYSTONE AVE,3,3,< 1,4500 N KEYSTONE AVE,"[41.962621299999995, -87.7293383463566]"
7/17/2021,45XX N KEYSTONE AVE ,1.6,4.8,<1.0,4500 N KEYSTONE AVE ,"[41.962621299999995, -87.7293383463566]"
7/17/2021,45XX N KEYSTONE AVE ,1.6,4.8,<1.0,4500 N KEYSTONE AVE ,"[41.962621299999995, -87.7293383463566]"
9/28/2021,45XX N KEYSTONE AVE ,4.1,2.1,2.3,4500 N KEYSTONE AVE ,"[41.962621299999995, -87.7293383463566]"
4/9/2019,45XX N KILBOURN AVE,< 1,1.1,1.2,4500 N KILBOURN AVE,"[41.952652, -87.741107]"
11/4/2019,45XX N KILBOURN AVE,3.1,8.1,1.8,4500 N KILBOURN AVE,"[41.952652, -87.741107]"
11/29/2019,45XX N KILPATRICK AVE,4.9,9.3,2.2,4500 N KILPATRICK AVE,"[41.963455, -87.745009]"
10/24/2020,45XX N KIMBALL AVE,1.7,2.2,1.9,4500 N KIMBALL AVE,"[41.963077, -87.713312]"
7/22/2018,45XX N KNOX AVE,1.8,1.9,1.8,4500 N KNOX AVE,"[41.962748, -87.743983]"
12/16/2018,45XX N KNOX AVE,6.4,12,3.1,4500 N KNOX AVE,"[41.962748, -87.743983]"
3/2/2019,45XX N KNOX AVE,3.6,4.3,4.9,4500 N KNOX AVE,"[41.962748, -87.743983]"
11/29/2019,45XX N KNOX AVE,1.2,1.1,< 1,4500 N KNOX AVE,"[41.962748, -87.743983]"
7/24/2018,45XX N KOSTNER AVE,1.3,2.1,15,4500 N KOSTNER AVE,"[41.96279475, -87.73881564855571]"
11/7/2018,45XX N KOSTNER AVE,See Follow-Up Sequential Sampling Table for Results,,,4500 N KOSTNER AVE,"[41.96279475, -87.73881564855571]"
10/28/2019,45XX N KOSTNER AVE,1.8,2,2.1,4500 N KOSTNER AVE,"[41.96279475, -87.73881564855571]"
2/5/2020,45XX N KOSTNER AVE,2.7,2.5,1.3,4500 N KOSTNER AVE,"[41.96279475, -87.73881564855571]"
4/10/2022,45XX N KOSTNER AVE ,1.9,1.6,1.4,4500 N KOSTNER AVE ,"[41.96279475, -87.73881564855571]"
11/13/2018,45XX N LAPORTE AVE,6.8,2.4,3,4500 N LAPORTE AVE,"[41.962625900000006, -87.75157154880304]"
