Date Sampled,Address,1st Draw,2-3 Minute,5 Minute,numAddr,geocode
1/24/2020,101XX S YATES AVE,See Follow-Up Sequential Sampling Table for Results,,,10100 S YATES AVE,"[41.71155125, -87.5648787256463]"
5/21/2021,101XX S Yates Ave,See Follow-Up Sequential Sampling Table for Results,,,10100 S Yates Ave,"[41.71155125, -87.5648787256463]"
10/7/2021,101XX S YATES AVE ,4.4,4,3.1,10100 S YATES AVE ,"[41.71155125, -87.5648787256463]"
8/16/2016,102XX S ABERDEEN ST,4.7,10,5.3,10200 S ABERDEEN ST,"[41.708544, -87.650282]"
11/11/2018,102XX S ALBANY AVE,1.2,< 1,< 1,10200 S ALBANY AVE,"[41.706988, -87.698546]"
6/21/2021,102XX S ALBANY AVE,2.6,2.7,2.7,10200 S ALBANY AVE,"[41.706988, -87.698546]"
10/22/2016,102XX S ARTESIAN AVE,6.1,15,4.7,10200 S ARTESIAN AVE,"[41.7080308, -87.6832510712848]"
11/30/2016,102XX S ARTESIAN AVE,2.8,2.1,1.4,10200 S ARTESIAN AVE,"[41.7080308, -87.6832510712848]"
12/20/2016,102XX S ARTESIAN AVE,See Follow-Up Sequential Sampling Table for Results,,,10200 S ARTESIAN AVE,"[41.7080308, -87.6832510712848]"
10/3/2019,102XX S ARTESIAN AVE,5.8,3.3,1.1,10200 S ARTESIAN AVE,"[41.7080308, -87.6832510712848]"
10/12/2019,102XX S ARTESIAN AVE,4.6,5.5,5.8,10200 S ARTESIAN AVE,"[41.7080308, -87.6832510712848]"
8/27/2019,102XX S AVENUE L,3.5,1.9,1.7,10200 S AVENUE L,"[41.7099077, -87.53676564807428]"
11/21/2019,102XX S AVENUE L,3.1,2.8,1.9,10200 S AVENUE L,"[41.7099077, -87.53676564807428]"
6/24/2021,102XX S AVENUE L,2.8,9.4,4.8,10200 S AVENUE L,"[41.7099077, -87.53676564807428]"
10/18/2019,102XX S BELL AVE,1.2,5.1,1.1,10200 S BELL AVE,"[41.70804765, -87.67885682801106]"
10/2/2021,102XX S Bensley Ave ,<1.0,<1.0,<1.0,10200 S Bensley Ave ,"[41.709791, -87.563435]"
7/23/2016,102XX S BEVERLY AVE,5.4,3.6,3.2,10200 S BEVERLY AVE,"[41.70878955, -87.65729799715008]"
10/15/2020,102XX S CALHOUN AVE,1.8,7.3,1,10200 S CALHOUN AVE,"[41.7098043, -87.5623954063748]"
7/24/2016,102XX S CALIFORNIA AVE,< 1,< 1,< 1,10200 S CALIFORNIA AVE,"[41.707984, -87.691662]"
12/15/2018,102XX S CALIFORNIA AVE,4.5,5.7,8.2,10200 S CALIFORNIA AVE,"[41.707984, -87.691662]"
4/18/2019,102XX S CALIFORNIA AVE,1.1,4.1,< 1,10200 S CALIFORNIA AVE,"[41.707984, -87.691662]"
12/30/2021,102XX S CALIFORNIA AVE ,0.6,<0.5,<0.5,10200 S CALIFORNIA AVE ,"[41.707984, -87.691662]"
11/21/2019,102XX S CALUMET AVE,2.3,5.2,1.5,10200 S CALUMET AVE,"[41.7089826, -87.61527455]"
2/20/2020,102XX S CALUMET AVE,1.9,3.1,< 1,10200 S CALUMET AVE,"[41.7089826, -87.61527455]"
8/8/2019,102XX S CARPENTER ST,5.1,8.2,4.6,10200 S CARPENTER ST,"[41.70853735, -87.64923515862552]"
4/9/2019,102XX S CHARLES ST,4.4,9.5,3.1,10200 S CHARLES ST,"[41.7087857, -87.6599213707394]"
7/26/2021,102XX S CHARLES ST ,<1.0,<1.0,<1.0,10200 S CHARLES ST ,"[41.7087857, -87.6599213707394]"
8/1/2016,102XX S CRANDON AVE,2.6,6.4,1.3,10200 S CRANDON AVE,"[41.709723499999996, -87.56725087367549]"
6/18/2019,102XX S DR MARTIN LUTHER KING JR DR,3.6,12,1.8,10200 S DR MARTIN LUTHER KING JR DR,"[0, 0]"
7/25/2019,102XX S EBERHART AVE,1.4,3.1,1.7,10200 S EBERHART AVE,"[41.709019999999995, -87.611635546793]"
9/2/2019,102XX S EBERHART AVE,3.8,4.7,3.1,10200 S EBERHART AVE,"[41.709019999999995, -87.611635546793]"
6/24/2021,102XX S EBERHART AVE,< 1,< 1,< 1,10200 S EBERHART AVE,"[41.709019999999995, -87.611635546793]"
11/15/2018,102XX S FOREST AVE,4.1,3.9,10,10200 S FOREST AVE,"[41.70896515, -87.61654972697173]"
11/15/2018,102XX S FOREST AVE,4.1,3.9,10,10200 S FOREST AVE,"[41.70896515, -87.61654972697173]"
2/11/2019,102XX S FOREST AVE,See Follow-Up Sequential Sampling Table for Results,,,10200 S FOREST AVE,"[41.70896515, -87.61654972697173]"
12/10/2019,102XX S GREEN ST,3.4,11,2.8,10200 S GREEN ST,"[41.70857555, -87.6443784585277]"
9/19/2019,102XX S HOXIE AVE,2.6,2.3,2.1,10200 S HOXIE AVE,"[41.7098224, -87.56120669390673]"
9/11/2019,102XX S HOYNE AVE,1.9,5.7,2.9,10200 S HOYNE AVE,"[41.7081309, -87.67564098233807]"
8/20/2019,102XX S LA SALLE ST,1.9,1.7,1.6,10200 S LA SALLE ST,"[41.7088174, -87.62742349586856]"
9/19/2021,102XX S La Salle St ,140,10,4,10200 S La Salle St ,"[41.7088174, -87.62742349586856]"
7/27/2021,102XX S LAFAYETTE AVE ,4.9,9.4,2.1,10200 S LAFAYETTE AVE ,"[41.70882935, -87.62506474600363]"
9/25/2016,102XX S LEAVITT ST,2.6,3,2.7,10200 S LEAVITT ST,"[41.708083200000004, -87.67728135785248]"
7/3/2018,102XX S LEAVITT ST,2.1,4,2.5,10200 S LEAVITT ST,"[41.708083200000004, -87.67728135785248]"
4/13/2019,102XX S LEAVITT ST,4.8,3,5.6,10200 S LEAVITT ST,"[41.708083200000004, -87.67728135785248]"
3/30/2020,102XX S LEAVITT ST,1.6,1.9,1,10200 S LEAVITT ST,"[41.708083200000004, -87.67728135785248]"
8/12/2020,102XX S MAY ST,8.4,7.4,13,10200 S MAY ST,"[41.7084931, -87.65165539108486]"
8/12/2020,102XX S May St,8.4,7.4,13,10200 S May St,"[41.7084931, -87.65165539108486]"
6/23/2021,102XX S May St,See Follow-Up Sequential Sampling Table for Results,,,10200 S May St,"[41.7084931, -87.65165539108486]"
10/28/2021,102XX S MICHIGAN AVE,<1.0,<1.0,<1.0,10200 S MICHIGAN AVE,"[41.708926, -87.620053]"
4/27/2019,102XX S MORGAN ST,1.1,< 1,< 1,10200 S MORGAN ST,"[41.708082, -87.647837]"
2/25/2020,102XX S MORGAN ST,1.7,5.3,1.2,10200 S MORGAN ST,"[41.708082, -87.647837]"
4/30/2021,102XX S MORGAN ST,1.4,3,2.8,10200 S MORGAN ST,"[41.708082, -87.647837]"
4/17/2019,102XX S NORMAL AVE,< 1,< 1,< 1,10200 S NORMAL AVE,"[41.708722, -87.635705]"
4/17/2019,102XX S NORMAL AVE,< 1,< 1,< 1,10200 S NORMAL AVE,"[41.708722, -87.635705]"
4/2/2019,102XX S OAKLEY AVE,2.3,1.5,< 1,10200 S OAKLEY AVE,"[41.708027349999995, -87.68049379961158]"
4/7/2019,102XX S OAKLEY AVE,3.1,7.5,1.2,10200 S OAKLEY AVE,"[41.708027349999995, -87.68049379961158]"
5/17/2019,102XX S OAKLEY AVE,3.1,5,1.1,10200 S OAKLEY AVE,"[41.708027349999995, -87.68049379961158]"
9/18/2019,102XX S OAKLEY AVE,3,2.4,4.4,10200 S OAKLEY AVE,"[41.708027349999995, -87.68049379961158]"
5/3/2019,102XX S OGLESBY AVE,13,18,3.5,10200 S OGLESBY AVE,"[41.709755, -87.565852]"
9/17/2019,102XX S OGLESBY AVE,See Follow-Up Sequential Sampling Table for Results,,,10200 S OGLESBY AVE,"[41.709755, -87.565852]"
8/21/2019,102XX S PRAIRIE AVE,5.3,5.4,4.8,10200 S PRAIRIE AVE,"[41.70893635, -87.61774221340926]"
9/26/2019,102XX S PROSPECT AVE,2.7,3.8,2.1,10200 S PROSPECT AVE,"[41.708116450000006, -87.6625886069874]"
1/6/2020,102XX S PROSPECT AVE,2.9,6.1,2.3,10200 S PROSPECT AVE,"[41.708116450000006, -87.6625886069874]"
2/19/2019,102XX S RHODES AVE,3.5,2.6,1.5,10200 S RHODES AVE,"[41.7090301, -87.61047893161569]"
1/14/2020,102XX S RHODES AVE,2.3,6.4,2.2,10200 S RHODES AVE,"[41.7090301, -87.61047893161569]"
7/28/2021,102XX S SAINT LAWRENCE AVE ,2.9,7.8,3,10200 S SAINT LAWRENCE AVE ,"[41.70907695, -87.60920871689888]"
8/6/2016,102XX S SEELEY AVE,3.1,2.2,2,10200 S SEELEY AVE,"[41.707719365975706, -87.67340083920845]"
11/21/2018,102XX S SEELEY AVE,1.9,1.3,< 1,10200 S SEELEY AVE,"[41.707719365975706, -87.67340083920845]"
8/6/2016,102XX S SPRINGFIELD AVE,3.8,8.8,3.4,10200 S SPRINGFIELD AVE,"[41.707429, -87.718666]"
11/27/2019,102XX S SPRINGFIELD AVE,2.3,4.5,1.4,10200 S SPRINGFIELD AVE,"[41.707429, -87.718666]"
10/11/2019,102XX S VAN VLISSINGEN RD,9.4,11,2.6,10200 S VAN VLISSINGEN RD,"[41.709699, -87.569041]"
4/4/2019,102XX S WASHTENAW AVE,1.9,5.2,1.8,10200 S WASHTENAW AVE,"[41.707685, -87.6894473444198]"
6/21/2016,102XX S WHIPPLE ST,1.4,1.4,1.3,10200 S WHIPPLE ST,"[41.707006, -87.697392]"
12/7/2018,102XX S WHIPPLE ST,1.7,6.3,1.2,10200 S WHIPPLE ST,"[41.707006, -87.697392]"
6/21/2019,102XX S YALE AVE,2.5,4.5,5,10200 S YALE AVE,"[41.70878775, -87.62981904209303]"
12/3/2019,102XX S YALE AVE,3.2,1.9,1,10200 S YALE AVE,"[41.70878775, -87.62981904209303]"
5/1/2019,102XX S YATES AVE,21,8.9,4.1,10200 S YATES AVE,"[41.709752550000005, -87.56480855034897]"
,102XX S YATES AVE,Customer declined further testing,,,10200 S YATES AVE,"[41.709752550000005, -87.56480855034897]"
6/25/2016,103XX S ALBANY AVE,1.6,1,< 1,10300 S ALBANY AVE,"[41.705929600000005, -87.69918301317661]"
6/13/2019,103XX S ALBANY AVE,3.4,7.7,1.9,10300 S ALBANY AVE,"[41.705929600000005, -87.69918301317661]"
6/20/2019,103XX S ALBANY AVE,2.1,9.5,2.1,10300 S ALBANY AVE,"[41.705929600000005, -87.69918301317661]"
2/26/2019,103XX S ARTESIAN AVE,< 1,< 1,< 1,10300 S ARTESIAN AVE,"[41.705805, -87.682989]"
7/13/2019,103XX S ARTESIAN AVE,3.3,6.9,6.3,10300 S ARTESIAN AVE,"[41.705805, -87.682989]"
5/20/2020,103XX S ARTESIAN AVE,3,9.5,4.4,10300 S ARTESIAN AVE,"[41.705805, -87.682989]"
12/9/2018,103XX S AVENUE G,2.2,4.8,1.9,10300 S AVENUE G,"[41.708095, -87.531771]"
7/28/2019,103XX S AVENUE N,3.3,5.4,1.5,10300 S AVENUE N,"[41.70802845, -87.53918819742333]"
11/5/2019,103XX S AVENUE N,12,6.9,2.1,10300 S AVENUE N,"[41.70802845, -87.53918819742333]"
1/10/2021,103XX S AVENUE N,3.3,7.4,1.4,10300 S AVENUE N,"[41.70802845, -87.53918819742333]"
12/4/2019,103XX S AVENUE O,3.1,6.1,2.3,10300 S AVENUE O,"[41.7080876, -87.54039555]"
7/2/2018,103XX S BELL AVE,1.3,1.6,1.5,10300 S BELL AVE,"[41.705846, -87.678086]"
8/8/2019,103XX S BELL AVE,9.9,6.6,6.6,10300 S BELL AVE,"[41.705846, -87.678086]"
9/29/2019,103XX S BELL AVE,3.3,5.5,3.3,10300 S BELL AVE,"[41.705846, -87.678086]"
5/11/2021,103XX S BELL AVE,1.1,4.4,1,10300 S BELL AVE,"[41.705846, -87.678086]"
3/8/2019,103XX S BENSLEY AVE,1.2,< 1,< 1,10300 S BENSLEY AVE,"[41.707997, -87.563411]"
9/16/2019,103XX S CALHOUN AVE,1.1,7.6,2.1,10300 S CALHOUN AVE,"[41.70795255, -87.56239455198016]"
6/16/2018,103XX S CALIFORNIA AVE,1.1,1.2,1.2,10300 S CALIFORNIA AVE,"[41.706186, -87.691573]"
8/7/2018,103XX S CALIFORNIA AVE,< 1,< 1,< 1,10300 S CALIFORNIA AVE,"[41.706186, -87.691573]"
4/13/2019,103XX S CALIFORNIA AVE,1.1,3,1.7,10300 S CALIFORNIA AVE,"[41.706186, -87.691573]"
3/31/2019,103XX S CAMPBELL AVE,1.2,2.3,< 1,10300 S CAMPBELL AVE,"[41.705791, -87.684206]"
11/30/2019,103XX S CAMPBELL AVE,2.1,3.4,1.3,10300 S CAMPBELL AVE,"[41.705791, -87.684206]"
3/23/2019,103XX S CENTRAL PARK AVE,2.6,4.8,< 1,10300 S CENTRAL PARK AVE,"[41.70581715, -87.71130887283678]"
8/9/2019,103XX S CENTRAL PARK AVE,2.6,5.2,2.1,10300 S CENTRAL PARK AVE,"[41.70581715, -87.71130887283678]"
8/18/2019,103XX S CENTRAL PARK AVE,3.6,1.8,1.8,10300 S CENTRAL PARK AVE,"[41.70581715, -87.71130887283678]"
6/30/2018,103XX S CHRISTIANA AVE,4.5,7,2.8,10300 S CHRISTIANA AVE,"[41.70594935, -87.70531218847077]"
7/23/2018,103XX S CHRISTIANA AVE,2.8,14,2.9,10300 S CHRISTIANA AVE,"[41.70594935, -87.70531218847077]"
11/6/2019,103XX S CLAREMONT AVE,3.4,6.8,7.3,10300 S CLAREMONT AVE,"[41.705802, -87.680504]"
10/11/2021,103XX S CLAREMONT AVE ,1.6,1.6,1,10300 S CLAREMONT AVE ,"[41.705802, -87.680504]"
7/5/2019,103XX S COTTAGE GROVE AVE,3.8,4.4,2.5,10300 S COTTAGE GROVE AVE,"[41.707324, -87.606653]"
6/5/2018,103XX S CRANDON AVE,4.7,5.2,4.1,10300 S CRANDON AVE,"[41.707507, -87.567028]"
10/8/2019,103XX S CRANDON AVE,2.6,6.7,1.9,10300 S CRANDON AVE,"[41.707507, -87.567028]"
6/18/2021,103XX S DR MARTIN LUTHER KING JR DR,2.4,< 1,< 1,10300 S DR MARTIN LUTHER KING JR DR,"[0, 0]"
3/10/2019,103XX S DRAKE AVE,2.6,4.2,< 1,10300 S DRAKE AVE,"[41.705826599999995, -87.71014106527915]"
4/23/2019,103XX S DRAKE AVE,4.2,1.8,1.1,10300 S DRAKE AVE,"[41.705826599999995, -87.71014106527915]"
8/8/2019,103XX S DRAKE AVE,2.8,6.6,1.7,10300 S DRAKE AVE,"[41.705826599999995, -87.71014106527915]"
9/8/2019,103XX S DRAKE AVE,7.3,8.9,1.9,10300 S DRAKE AVE,"[41.705826599999995, -87.71014106527915]"
3/29/2019,103XX S EBERHART AVE,2.7,2.5,1.4,10300 S EBERHART AVE,"[41.706771, -87.611423]"
9/20/2021,103XX S EBERHART AVE ,2.3,2.9,2.2,10300 S EBERHART AVE ,"[41.706771, -87.611423]"
8/8/2019,103XX S EMERALD AVE,3.3,12,4.6,10300 S EMERALD AVE,"[41.706335, -87.64171]"
2/11/2019,103XX S FAIRFIELD AVE,4,3,2.7,10300 S FAIRFIELD AVE,"[41.7061516, -87.69030811262436]"
7/18/2019,103XX S FAIRFIELD AVE,1.9,4.9,2.8,10300 S FAIRFIELD AVE,"[41.7061516, -87.69030811262436]"
10/15/2019,103XX S FAIRFIELD AVE,5.1,4.9,4,10300 S FAIRFIELD AVE,"[41.7061516, -87.69030811262436]"
10/24/2019,103XX S FAIRFIELD AVE,2.4,1.8,1.9,10300 S FAIRFIELD AVE,"[41.7061516, -87.69030811262436]"
7/15/2019,103XX S FOREST AVE,5.8,22,8.2,10300 S FOREST AVE,"[41.706698, -87.616301]"
,103XX S FOREST AVE,Customer declined further testing,,,10300 S FOREST AVE,"[41.706698, -87.616301]"
9/24/2021,103XX S FOREST AVE ,2.4,2.8,1.9,10300 S FOREST AVE ,"[41.706698, -87.616301]"
9/16/2019,103XX S GREEN BAY AVE,3.1,6.8,< 1,10300 S GREEN BAY AVE,"[41.70808575, -87.5416224502801]"
4/30/2019,103XX S HALE AVE,3.8,2.1,1.8,10300 S HALE AVE,"[41.706477, -87.668729]"
8/13/2016,103XX S HAMILTON AVE,7.6,16,13,10300 S HAMILTON AVE,"[41.706296050000006, -87.67598404235758]"
9/28/2016,103XX S HAMILTON AVE,See Follow-Up Sequential Sampling Table for Results,,,10300 S HAMILTON AVE,"[41.706296050000006, -87.67598404235758]"
10/21/2016,103XX S HAMILTON AVE,3.5,4.5,4.1,10300 S HAMILTON AVE,"[41.706296050000006, -87.67598404235758]"
7/31/2018,103XX S HAMILTON AVE,1.4,2.3,1.9,10300 S HAMILTON AVE,"[41.706296050000006, -87.67598404235758]"
9/23/2019,103XX S HAMILTON AVE,2.8,4.7,6.1,10300 S HAMILTON AVE,"[41.706296050000006, -87.67598404235758]"
7/8/2020,103XX S HAMILTON AVE,2.9,7.7,1.5,10300 S HAMILTON AVE,"[41.706296050000006, -87.67598404235758]"
8/21/2016,103XX S HAMLIN AVE,3.1,2.1,1.5,10300 S HAMLIN AVE,"[41.70585, -87.716116]"
10/5/2016,103XX S HAMLIN AVE,5.2,15,6.7,10300 S HAMLIN AVE,"[41.70585, -87.716116]"
3/22/2019,103XX S HAMLIN AVE,4.1,11,2.5,10300 S HAMLIN AVE,"[41.70585, -87.716116]"
9/12/2019,103XX S HAMLIN AVE,< 1,< 1,< 1,10300 S HAMLIN AVE,"[41.70585, -87.716116]"
10/19/2019,103XX S HAMLIN AVE,5.3,8.9,5.8,10300 S HAMLIN AVE,"[41.70585, -87.716116]"
,103XX S HAMLIN AVE,Customer declined further testing,,,10300 S HAMLIN AVE,"[41.70585, -87.716116]"
12/28/2018,103XX S HOMAN AVE,1.7,< 1,< 1,10300 S HOMAN AVE,"[41.705966700000005, -87.70650883035556]"
3/4/2019,103XX S HOMAN AVE,4.5,13,2.5,10300 S HOMAN AVE,"[41.705966700000005, -87.70650883035556]"
3/11/2019,103XX S HOMAN AVE,1.9,4.1,< 1,10300 S HOMAN AVE,"[41.705966700000005, -87.70650883035556]"
4/5/2019,103XX S HOMAN AVE,2.8,1.8,< 1,10300 S HOMAN AVE,"[41.705966700000005, -87.70650883035556]"
7/29/2019,103XX S HOMAN AVE,8.6,11,11,10300 S HOMAN AVE,"[41.705966700000005, -87.70650883035556]"
9/27/2019,103XX S HOMAN AVE,3.9,5.6,2.7,10300 S HOMAN AVE,"[41.705966700000005, -87.70650883035556]"
10/4/2021,103XX S Homan Ave ,3.2,6.1,2.7,10300 S Homan Ave ,"[41.705966700000005, -87.70650883035556]"
3/3/2020,103XX S HOXIE AVE,1.8,< 1,< 1,10300 S HOXIE AVE,"[41.70796235, -87.56118840094751]"
3/7/2019,103XX S HOYNE AVE,4,3.5,2.1,10300 S HOYNE AVE,"[41.706309250000004, -87.67468134912446]"
8/2/2019,103XX S HOYNE AVE,10,11,6,10300 S HOYNE AVE,"[41.706309250000004, -87.67468134912446]"
10/23/2019,103XX S HOYNE AVE,1.2,1.2,1.2,10300 S HOYNE AVE,"[41.706309250000004, -87.67468134912446]"
9/19/2016,103XX S LAWNDALE AVE,7.4,1.2,< 1,10300 S LAWNDALE AVE,"[41.705442, -87.713657]"
9/2/2019,103XX S LAWNDALE AVE,1.9,10,1.8,10300 S LAWNDALE AVE,"[41.705442, -87.713657]"
1/6/2019,103XX S LEAVITT ST,< 1,< 1,< 1,10300 S LEAVITT ST,"[41.70618005, -87.67700970048023]"
2/11/2019,103XX S LEAVITT ST,1.8,1.5,1.5,10300 S LEAVITT ST,"[41.70618005, -87.67700970048023]"
11/3/2020,103XX S LEAVITT ST,2.3,4.5,2.2,10300 S LEAVITT ST,"[41.70618005, -87.67700970048023]"
4/15/2019,103XX S LONGWOOD DR,< 1,< 1,< 1,10300 S LONGWOOD DR,"[41.7062419, -87.67151858863491]"
4/28/2019,103XX S LONGWOOD DR,< 1,< 1,< 1,10300 S LONGWOOD DR,"[41.7062419, -87.67151858863491]"
9/15/2019,103XX S LONGWOOD DR,< 1,< 1,< 1,10300 S LONGWOOD DR,"[41.7062419, -87.67151858863491]"
8/22/2018,103XX S MILLARD AVE,< 1,< 1,< 1,10300 S MILLARD AVE,"[41.705444, -87.712434]"
7/4/2019,103XX S MILLARD AVE,< 1,< 1,< 1,10300 S MILLARD AVE,"[41.705444, -87.712434]"
11/1/2021,103XX S MORGAN ST ,23,2.6,2.3,10300 S MORGAN ST ,"[41.706748, -87.6478]"
3/4/2019,103XX S OAKLEY AVE,1.6,2.5,3.3,10300 S OAKLEY AVE,"[41.705825, -87.679296]"
6/22/2019,103XX S OAKLEY AVE,2.2,1.3,1.1,10300 S OAKLEY AVE,"[41.705825, -87.679296]"
7/23/2019,103XX S OAKLEY AVE,2.7,6,2.8,10300 S OAKLEY AVE,"[41.705825, -87.679296]"
4/9/2019,103XX S OGLESBY AVE,1.9,2.5,< 1,10300 S OGLESBY AVE,"[41.707961, -87.565828]"
2/4/2019,103XX S PEORIA ,240,2.1,1.6,10300 S PEORIA ,"[0, 0]"
8/29/2019,103XX S PEORIA ,See Follow-Up Sequential Sampling Table for Results,,,10300 S PEORIA ,"[0, 0]"
9/22/2016,103XX S PEORIA ST,10,3.7,3,10300 S PEORIA ST,"[41.706316, -87.645357]"
7/18/2019,103XX S PEORIA ST,5.7,4.9,2.1,10300 S PEORIA ST,"[41.706316, -87.645357]"
12/21/2021,103XX S PRAIRIE AVE ,<0.5,<0.5,<0.5,10300 S PRAIRIE AVE ,"[41.706679, -87.617519]"
7/25/2016,103XX S PROSPECT AVE,7.3,17,7.9,10300 S PROSPECT AVE,"[41.70652545, -87.66251016322367]"
10/8/2016,103XX S PROSPECT AVE,See Follow-Up Sequential Sampling Table for Results,,,10300 S PROSPECT AVE,"[41.70652545, -87.66251016322367]"
7/20/2021,103XX S RACINE AVE ,1.9,1.3,1.1,10300 S RACINE AVE ,"[41.7133859, -87.6527281]"
7/20/2021,103XX S RACINE AVE ,1.9,1.3,1.1,10300 S RACINE AVE ,"[41.7133859, -87.6527281]"
4/29/2019,103XX S RHODES AVE,1.4,1.5,< 1,10300 S RHODES AVE,"[41.706789, -87.610204]"
8/7/2019,103XX S RIDGEWAY AVE,1.2,3.7,< 1,10300 S RIDGEWAY AVE,"[41.70528, -87.714875]"
1/11/2020,103XX S RIDGEWAY AVE,1.1,3,1.6,10300 S RIDGEWAY AVE,"[41.70528, -87.714875]"
8/25/2019,103XX S SACRAMENTO AVE,< 1,1.1,< 1,10300 S SACRAMENTO AVE,"[41.705672, -87.696806]"
4/18/2019,103XX S SAINT LOUIS AVE,< 1,2.6,< 1,10300 S SAINT LOUIS AVE,"[41.705908949999994, -87.70906923750533]"
7/17/2019,103XX S SAINT LOUIS AVE,2.8,7.7,2.3,10300 S SAINT LOUIS AVE,"[41.705908949999994, -87.70906923750533]"
2/24/2019,103XX S SAWYER AVE,1.9,< 1,< 1,10300 S SAWYER AVE,"[41.70600025, -87.70285958789286]"
3/31/2019,103XX S SAWYER AVE,3.5,1.7,1.4,10300 S SAWYER AVE,"[41.70600025, -87.70285958789286]"
7/29/2019,103XX S SAWYER AVE,5.6,13,4.7,10300 S SAWYER AVE,"[41.70600025, -87.70285958789286]"
12/5/2021,103XX S SEELEY AVE ,4.1,3.8,2.7,10300 S SEELEY AVE ,"[41.706396, -87.673139]"
3/10/2019,103XX S SPAULDING AVE,6.8,3.2,2.7,10300 S SPAULDING AVE,"[41.7059879, -87.70411272023574]"
5/16/2019,103XX S SPAULDING AVE,2.4,3.9,1.4,10300 S SPAULDING AVE,"[41.7059879, -87.70411272023574]"
10/27/2019,103XX S SPRINGFIELD AVE,< 1,1.9,< 1,10300 S SPRINGFIELD AVE,"[41.705378, -87.71854]"
7/7/2016,103XX S ST LOUIS AVE,2.2,17,7,10300 S ST LOUIS AVE,"[0, 0]"
8/26/2016,103XX S ST LOUIS AVE,See Follow-Up Sequential Sampling Table for Results,,,10300 S ST LOUIS AVE,"[0, 0]"
2/10/2019,103XX S ST LOUIS AVE,2.1,5.6,< 1,10300 S ST LOUIS AVE,"[0, 0]"
7/10/2016,103XX S TALMAN AVE,2.8,6.8,2.2,10300 S TALMAN AVE,"[41.706180700000004, -87.68863639494845]"
5/10/2017,103XX S TALMAN AVE,2.5,1.4,1.2,10300 S TALMAN AVE,"[41.706180700000004, -87.68863639494845]"
9/2/2020,103XX S TALMAN AVE,2,2,1.8,10300 S TALMAN AVE,"[41.706180700000004, -87.68863639494845]"
7/18/2016,103XX S TROY ST,2.2,6.2,3,10300 S TROY ST,"[41.7059075, -87.70037545908036]"
10/18/2019,103XX S TROY ST,6.6,5,3.6,10300 S TROY ST,"[41.7059075, -87.70037545908036]"
10/28/2019,103XX S TROY ST,4.4,8.2,6.9,10300 S TROY ST,"[41.7059075, -87.70037545908036]"
9/17/2019,103XX S TRUMBULL AVE,2,6.9,1.7,10300 S TRUMBULL AVE,"[41.70592895, -87.70775887203138]"
6/12/2016,103XX S VERNON AVE,3.7,4.9,9.7,10300 S VERNON AVE,"[41.706753, -87.612643]"
6/12/2016,103XX S VERNON AVE,3.7,4.9,9.7,10300 S VERNON AVE,"[41.706753, -87.612643]"
7/25/2016,103XX S VERNON AVE,See Follow-Up Sequential Sampling Table for Results,,,10300 S VERNON AVE,"[41.706753, -87.612643]"
5/28/2019,103XX S WALLACE ST,1.7,4.8,1.6,10300 S WALLACE ST,"[41.706407, -87.63807]"
10/3/2016,103XX S WHIPPLE ST,5.7,4.2,3.9,10300 S WHIPPLE ST,"[41.705658, -87.69791]"
3/9/2019,103XX S WHIPPLE ST,1.8,2.4,< 1,10300 S WHIPPLE ST,"[41.705658, -87.69791]"
4/16/2019,103XX S WHIPPLE ST,2.7,9.2,2,10300 S WHIPPLE ST,"[41.705658, -87.69791]"
8/11/2019,103XX S WHIPPLE ST,2.7,6.5,2.1,10300 S WHIPPLE ST,"[41.705658, -87.69791]"
8/13/2018,103XX S WOOD ST,1.9,1.7,1.4,10300 S WOOD ST,"[41.706032, -87.667198]"
3/2/2019,104XX S ALBANY ,150,1.2,<1,10400 S ALBANY ,"[0, 0]"
6/2/2019,104XX S ALBANY ,5.1,24,4.3,10400 S ALBANY ,"[0, 0]"
6/18/2019,104XX S ALBANY ,See Follow-Up Sequential Sampling Table for Results,,,10400 S ALBANY ,"[0, 0]"
10/29/2019,104XX S ALBANY ,See Follow-Up Sequential Sampling Table for Results,,,10400 S ALBANY ,"[0, 0]"
4/17/2018,104XX S ALBANY AVE,2.2,4.1,4.4,10400 S ALBANY AVE,"[41.704233599999995, -87.69917964133603]"
11/26/2018,104XX S ALBANY AVE,1.2,< 1,< 1,10400 S ALBANY AVE,"[41.704233599999995, -87.69917964133603]"
5/1/2019,104XX S ALBANY AVE,1.9,4.5,4,10400 S ALBANY AVE,"[41.704233599999995, -87.69917964133603]"
10/11/2019,104XX S ALBANY AVE,7.4,8.8,2.8,10400 S ALBANY AVE,"[41.704233599999995, -87.69917964133603]"
8/17/2021,104XX S ALBANY AVE ,2.5,10,1.8,10400 S ALBANY AVE ,"[41.704233599999995, -87.69917964133603]"
8/25/2019,104XX S ALBANY ST,< 1,< 1,< 1,10400 S ALBANY ST,"[0, 0]"
9/24/2016,104XX S ARTESIAN AVE,5.1,1.5,1.3,10400 S ARTESIAN AVE,"[41.704435, -87.682946]"
11/27/2018,104XX S ARTESIAN AVE,3.1,5.7,1.7,10400 S ARTESIAN AVE,"[41.704435, -87.682946]"
3/4/2019,104XX S ARTESIAN AVE,2.5,5,1.1,10400 S ARTESIAN AVE,"[41.704435, -87.682946]"
1/20/2021,104XX S ARTESIAN AVE,< 1,2,< 1,10400 S ARTESIAN AVE,"[41.704435, -87.682946]"
